productId;productTypeId;
995705;rodvin;
995801;rodvin;
995901;rodvin;
996005;rodvin;
996101;rodvin;
996201;hvitvin;
996301;rodvin;
996401;hvitvin;
996501;hvitvin;
996701;rodvin;
997201;rodvin;
997302;ol;
997501;hvitvin;
997701;rosvin;
997801;rodvin;
997901;rodvin;
998201;ol;
998301;ol;
998401;gin;
998504;bitter;
998904;bitter;
999004;bitter;
999202;likor;
999401;whisky;
999501;whisky;
999601;whisky;
999801;whisky;
999901;whisky;
1000001;hvitvin;
1000401;rodvin;
1000901;hvitvin;
1001001;hvitvin;
1001201;rodvin;
1001205;rodvin;
1001601;rodvin;
1001605;rodvin;
1001801;rodvin;
1002101;rodvin;
1002701;hvitvin;
1003001;vermut;
1003201;hvitvin;
1004801;rodvin;
1005301;rodvin;
1005305;rodvin;
1006406;rodvin;
1006701;rodvin;
1007502;bitter;
1009201;musserendevin;
1009901;rosvin;
1010001;rosvin;
1010201;rosvin;
1010205;rosvin;
1010701;musserendevin;
1010901;musserendevin;
1011801;rosvin;
1012401;hvitvin;
1013401;hvitvin;
1013801;rodvin;
1014101;hvitvin;
1014701;musserendevin;
1015602;hvitvin;
1015701;rodvin;
1015801;rodvin;
1016101;rodvin;
1016501;rodvin;
1017501;hvitvin;
1017601;musserendevin;
1017801;musserendevin;
1018301;portvin;
1018501;rodvin;
1019001;rodvin;
1019401;rodvin;
1020101;rodvin;
1020601;hvitvin;
1021202;ol;
1021302;ol;
1021401;hvitvin;
1021501;rosvin;
1021801;rosvin;
1022601;hvitvin;
1022801;fruktbrennevin;
1023201;whisky;
1023204;whisky;
1023301;whisky;
1023401;whisky;
1024001;druebrennevin;
1024101;druebrennevin;
1024401;hvitvin;
1026201;rodvin;
1026401;rodvin;
1027602;hvitvin;
1030101;hvitvin;
1030201;hvitvin;
1030401;rodvin;
1030501;rodvin;
1031101;rodvin;
1031601;rodvin;
1032301;hvitvin;
1032901;hvitvin;
1033001;rosvin;
1033801;rodvin;
1034002;sherry;
1034701;druebrennevin;
1034804;whisky;
1034904;whisky;
1035701;rodvin;
1036101;rodvin;
1039001;vodka;
1039101;bitter;
1039201;druebrennevin;
1039302;whisky;
1039401;whisky;
1039502;gin;
1039601;akevitt;
1039701;akevitt;
1039802;druebrennevin;
1040601;hvitvin;
1041101;rodvin;
1041701;rodvin;
1042001;rom;
1042302;ol;
1042501;rodvin;
1043402;ol;
1044201;hvitvin;
1044306;rodvin;
1044602;sherry;
1044801;rodvin;
1046502;ol;
1046602;ol;
1046801;hvitvin;
1047201;musserendevin;
1047701;bitter;
1047801;ovrigbrennevin;
1047906;rodvin;
1048901;hvitvin;
1049001;hvitvin;
1049101;musserendevin;
1049901;hvitvin;
1051201;druebrennevin;
1051401;rodvin;
1052701;rodvin;
1053001;rodvin;
1053802;ol;
1054901;ol;
1055101;musserendevin;
1055105;musserendevin;
1055601;madeira;
1055902;ol;
1058301;rodvin;
1058601;portvin;
1058701;rodvin;
1059001;musserendevin;
1059501;rodvin;
1060401;portvin;
1060701;rodvin;
1061501;portvin;
1061801;druebrennevin;
1062702;madeira;
1063001;rodvin;
1063201;rodvin;
1063701;hvitvin;
1063901;rodvin;
1064201;hvitvin;
1064501;rodvin;
1064701;rodvin;
1064801;rodvin;
1065501;hvitvin;
1065601;hvitvin;
1066101;hvitvin;
1066601;rodvin;
1068001;rodvin;
1068901;rodvin;
1069001;rodvin;
1071301;hvitvin;
1071701;hvitvin;
1071705;hvitvin;
1071801;whisky;
1072002;ol;
1072901;rosvin;
1073201;rosvin;
1073401;rodvin;
1073501;rodvin;
1073701;alkoholfritt;
1073801;alkoholfritt;
1074001;hvitvin;
1074101;alkoholfritt;
1074902;alkoholfritt;
1075301;rodvin;
1075501;rodvin;
1075601;rodvin;
1076201;hvitvin;
1076301;hvitvin;
1076401;hvitvin;
1076501;fruktvin;
1077401;alkoholfritt;
1077502;alkoholfritt;
1077601;alkoholfritt;
1077604;alkoholfritt;
1077902;hvitvin;
1078301;rodvin;
1078702;ol;
1078801;rodvin;
1079001;musserendevin;
1079601;rodvin;
1079701;rodvin;
1081501;rodvin;
1082201;hvitvin;
1082301;rodvin;
1082701;rodvin;
1083002;hvitvin;
1084001;druebrennevin;
1084301;aromatisertsvakvinogannenblandetdri;
1085301;rodvin;
1085501;hvitvin;
1086601;druebrennevin;
1086701;druebrennevin;
1086801;druebrennevin;
1086901;druebrennevin;
1087001;druebrennevin;
1087101;vodka;
1087201;hvitvin;
1087301;rodvin;
1087501;rodvin;
1087601;rodvin;
1087801;hvitvin;
1087901;hvitvin;
1088001;rodvin;
1088101;hvitvin;
1088201;musserendevin;
1088301;rodvin;
1088401;rodvin;
1088501;rodvin;
1088601;rodvin;
1088701;rodvin;
1088801;hvitvin;
1088901;hvitvin;
1089001;rodvin;
1089102;ol;
1089202;ol;
1089302;ol;
1089401;rodvin;
1089501;rodvin;
1089601;hvitvin;
1089701;rodvin;
1091901;hvitvin;
1092001;hvitvin;
1092801;rodvin;
1092901;rodvin;
1093001;rodvin;
1093101;rodvin;
1093301;rodvin;
1093401;hvitvin;
1093501;hvitvin;
1093601;rodvin;
1095201;rodvin;
1095701;musserendevin;
1095802;hvitvin;
1095901;rodvin;
1096001;hvitvin;
1096101;musserendevin;
1096201;rodvin;
1096301;rodvin;
1096401;rosvin;
1096501;hvitvin;
1096601;hvitvin;
1096701;rodvin;
1096806;rodvin;
1096901;rodvin;
1097002;ovrigbrennevin;
1097101;rodvin;
1097201;musserendevin;
1097301;musserendevin;
1097401;hvitvin;
1097501;rodvin;
1097801;rodvin;
1098001;rodvin;
1098301;hvitvin;
1098401;hvitvin;
1098601;rodvin;
1099001;rodvin;
1099101;rodvin;
1099301;rodvin;
1099601;rodvin;
1100401;whisky;
1100701;hvitvin;
1100801;whisky;
1100901;fruktbrennevin;
1101101;rodvin;
1101201;whisky;
1101901;whisky;
1102001;whisky;
1102301;whisky;
1102601;hvitvin;
1102901;rodvin;
1103801;hvitvin;
1104301;musserendevin;
1104302;musserendevin;
1104305;musserendevin;
1104401;hvitvin;
1104501;ol;
1104601;ol;
1104901;rodvin;
1105301;hvitvin;
1105501;rodvin;
1106101;ovrigbrennevin;
1106201;rodvin;
1107101;hvitvin;
1107901;rodvin;
1108201;rodvin;
1108901;rodvin;
1109101;rodvin;
1109301;portvin;
1109501;rodvin;
1109701;rodvin;
1110001;rodvin;
1110301;hvitvin;
1110501;hvitvin;
1110602;madeira;
1110701;rodvin;
1110801;rom;
1110901;madeira;
1111001;rodvin;
1111506;rodvin;
1111601;rodvin;
1111701;rodvin;
1111801;rodvin;
1112001;musserendevin;
1112301;musserendevin;
1112401;hvitvin;
1112501;rodvin;
1112601;rodvin;
1112702;ol;
1112801;rodvin;
1112901;musserendevin;
1113001;musserendevin;
1113201;hvitvin;
1113406;rodvin;
1113501;hvitvin;
1113701;rodvin;
1113906;rodvin;
1114002;portvin;
1114201;whisky;
1114401;rodvin;
1114501;rodvin;
1114601;likorunder22;
1114602;likorunder22;
1114603;likorunder22;
1114801;rodvin;
1115101;rodvin;
1115801;rodvin;
1116001;whisky;
1116401;whisky;
1116802;ol;
1117401;whisky;
1117801;whisky;
1118101;whisky;
1118201;whisky;
1118301;whisky;
1118401;whisky;
1118501;whisky;
1118601;whisky;
1118701;hvitvin;
1118801;hvitvin;
1118901;rodvin;
1119001;rodvin;
1119401;rodvin;
1119501;rodvin;
1119801;vodka;
1120301;whisky;
1121001;rodvin;
1121501;likorunder22;
1121601;likorunder22;
1121801;likorunder22;
1121901;likorunder22;
1122001;likorunder22;
1122101;likorunder22;
1122201;likor;
1122301;akevitt;
1123701;hvitvin;
1124801;rodvin;
1125801;rodvin;
1125806;rodvin;
1126701;hvitvin;
1126801;musserendevin;
1127902;ovrigbrennevinunder22;
1128701;hvitvin;
1129205;rodvin;
1129801;hvitvin;
1130102;portvin;
1130501;rodvin;
1131501;rodvin;
1131502;rodvin;
1132201;whisky;
1133201;portvin;
1135704;musserendevin;
1135806;hvitvin;
1136201;rodvin;
1136501;hvitvin;
1136601;hvitvin;
1136701;musserendevin;
1136801;musserendevin;
1136901;rosvin;
1137201;musserendevin;
1137301;musserendevin;
1137805;hvitvin;
1137901;hvitvin;
1138001;hvitvin;
1138101;rodvin;
1138206;hvitvin;
1139601;rodvin;
1140901;hvitvin;
1141001;rodvin;
1141101;rodvin;
1141301;hvitvin;
1142801;musserendevin;
1142901;hvitvin;
1143001;musserendevin;
1143101;rodvin;
1143201;rodvin;
1143401;rodvin;
1143501;rodvin;
1143602;bitter;
1143701;druebrennevin;
1143801;hvitvin;
1144001;hvitvin;
1147102;ol;
1147202;ol;
1148802;ol;
1148901;rodvin;
1149001;hvitvin;
1149601;rodvin;
1149801;hvitvin;
1151301;rodvin;
1151302;rodvin;
1151304;rodvin;
1151305;rodvin;
1151701;fruktbrennevin;
1152101;rodvin;
1152202;ol;
1152301;rodvin;
1152406;rodvin;
1153001;rodvin;
1155302;ol;
1155702;ol;
1155801;rodvin;
1155901;rodvin;
1156001;musserendevin;
1156201;hvitvin;
1156301;rodvin;
1156402;rodvin;
1156601;hvitvin;
1156701;rodvin;
1156802;hvitvin;
1156901;rodvin;
1157001;rodvin;
1157101;hvitvin;
1157201;rodvin;
1157206;rodvin;
1157501;hvitvin;
1157601;musserendevin;
1157801;druebrennevin;
1157901;rodvin;
1158206;rodvin;
1158306;hvitvin;
1158406;rosvin;
1158602;akevitt;
1159101;rodvin;
1159201;musserendevin;
1159301;rodvin;
1159401;rodvin;
1159501;rodvin;
1159601;rodvin;
1159701;rodvin;
1159801;rodvin;
1159906;rodvin;
1160001;hvitvin;
1160205;rodvin;
1160301;rodvin;
1160401;hvitvin;
1160701;hvitvin;
1160901;musserendevin;
1160905;musserendevin;
1161001;rodvin;
1161201;rosvin;
1161301;hvitvin;
1161601;whisky;
1161701;whisky;
1161801;rom;
1161901;fruktbrennevin;
1162001;hvitvin;
1162106;rodvin;
1164706;rosvin;
1165201;rosvin;
1165401;hvitvin;
1165501;druebrennevin;
1165601;rodvin;
1165706;rodvin;
1165806;hvitvin;
1166301;hvitvin;
1167201;rodvin;
1169101;rodvin;
1169201;rodvin;
1169301;hvitvin;
1169302;hvitvin;
1169701;rodvin;
1170101;hvitvin;
1170201;hvitvin;
1170301;whisky;
1170401;rodvin;
1170501;druebrennevin;
1170502;druebrennevin;
1170602;likor;
1170701;rodvin;
1170801;rodvin;
1170901;musserendevin;
1171001;musserendevin;
1171101;musserendevin;
1171301;musserendevin;
1171401;rodvin;
1171701;hvitvin;
1171801;hvitvin;
1173201;rodvin;
1173301;hvitvin;
1173401;hvitvin;
1173501;hvitvin;
1173601;rodvin;
1173701;rodvin;
1173801;hvitvin;
1173901;rodvin;
1174001;rodvin;
1174101;rosvin;
1174401;musserendevin;
1174501;hvitvin;
1174701;rodvin;
1174901;rodvin;
1177601;hvitvin;
1177801;rodvin;
1178001;rodvin;
1178101;hvitvin;
1178201;rodvin;
1178301;rosvin;
1178502;ol;
1178606;rodvin;
1180001;musserendevin;
1180302;ol;
1180502;ol;
1181201;musserendevin;
1181401;rodvin;
1181501;rosvin;
1181601;hvitvin;
1181701;musserendevin;
1182301;rodvin;
1182801;rodvin;
1182901;rodvin;
1183301;hvitvin;
1184401;rodvin;
1186701;rodvin;
1187804;bitter;
1187901;hvitvin;
1188001;rodvin;
1188101;hvitvin;
1188201;rodvin;
1188206;rodvin;
1188301;hvitvin;
1188401;hvitvin;
1188501;hvitvin;
1189901;rodvin;
1190001;rodvin;
1190101;rodvin;
1190201;rodvin;
1190301;hvitvin;
1190401;rodvin;
1190701;rodvin;
1190801;rodvin;
1190901;rodvin;
1191301;hvitvin;
1191401;rodvin;
1191501;rodvin;
1191601;rosvin;
1191701;hvitvin;
1191801;hvitvin;
1192106;hvitvin;
1192201;rodvin;
1192301;rodvin;
1192401;rodvin;
1192701;hvitvin;
1192801;rodvin;
1193001;rodvin;
1193401;hvitvin;
1193601;rodvin;
1193801;rodvin;
1193901;rodvin;
1194101;rodvin;
1194301;rodvin;
1194501;rodvin;
1194601;rodvin;
1194701;rosvin;
1194801;rodvin;
1195001;druebrennevin;
1195101;fruktbrennevin;
1195201;fruktbrennevin;
1195401;fruktbrennevin;
1195501;hvitvin;
1195601;rodvin;
1196801;rodvin;
1197301;rodvin;
1197501;hvitvin;
1197901;hvitvin;
1199801;ol;
1200301;druebrennevin;
1200401;vermut;
1200501;vermut;
1200601;vermut;
1200901;hvitvin;
1200902;hvitvin;
1201101;ol;
1201201;whisky;
1201202;whisky;
1201401;gin;
1201501;likor;
1201502;likor;
1201601;sherry;
1201702;akevitt;
1202401;aromatisertsvakvinogannenblandetdri;
1202501;rosvin;
1202601;rodvin;
1202701;rodvin;
1202801;rodvin;
1202802;rodvin;
1202804;rodvin;
1202805;rodvin;
1202901;hvitvin;
1202906;hvitvin;
1203001;hvitvin;
1203201;hvitvin;
1203301;vodka;
1203302;vodka;
1203401;musserendevin;
1204202;whisky;
1204701;druebrennevin;
1204802;druebrennevin;
1204902;likor;
1204904;likor;
1205401;sherry;
1205608;bitter;
1205906;hvitvin;
1206001;likorunder22;
1206002;likorunder22;
1206003;likorunder22;
1206401;hvitvin;
1206501;hvitvin;
1206701;akevitt;
1206702;akevitt;
1206703;akevitt;
1206707;akevitt;
1206801;vodka;
1206802;vodka;
1206901;hvitvin;
1207001;hvitvin;
1207101;hvitvin;
1207201;whisky;
1207301;gin;
1207302;gin;
1207601;hvitvin;
1207701;hvitvin;
1207901;hvitvin;
1208001;rodvin;
1208101;rodvin;
1208201;rodvin;
1208301;rodvin;
1208401;rodvin;
1208501;rodvin;
1208601;rodvin;
1208701;rodvin;
1208801;rodvin;
1208901;madeira;
1209702;hvitvin;
1209801;hvitvin;
1209901;bitter;
1210001;hvitvin;
1210101;hvitvin;
1210201;hvitvin;
1210501;whisky;
1210601;whisky;
1210901;ovrigbrennevinunder22;
1211601;rodvin;
1212001;ovrigbrennevin;
1212002;ovrigbrennevin;
1212101;rodvin;
1212201;rodvin;
1212701;sherry;
1213406;aromatisertsvakvinogannenblandetdri;
1213501;hvitvin;
1213601;hvitvin;
1213701;rodvin;
1214001;hvitvin;
1214101;hvitvin;
1214301;rodvin;
1214401;hvitvin;
1214501;hvitvin;
1214601;hvitvin;
1214702;ol;
1214801;hvitvin;
1214902;ol;
1215001;rodvin;
1215101;rodvin;
1215201;rodvin;
1215301;rodvin;
1215401;rodvin;
1215501;rodvin;
1215701;likorunder22;
1215702;likorunder22;
1215801;hvitvin;
1215901;rodvin;
1216001;rodvin;
1216101;rodvin;
1216201;rodvin;
1216301;likorunder22;
1216302;likorunder22;
1216401;hvitvin;
1216501;hvitvin;
1216601;hvitvin;
1216701;rodvin;
1216801;rodvin;
1216901;rodvin;
1217102;vodka;
1217201;druebrennevin;
1217401;rodvin;
1217604;bitter;
1217701;hvitvin;
1218301;whisky;
1218501;whisky;
1218601;ovrigbrennevin;
1218802;ol;
1219201;rosvin;
1219301;hvitvin;
1219401;druebrennevin;
1219402;druebrennevin;
1219501;rodvin;
1219601;musserendevin;
1219701;hvitvin;
1219801;hvitvin;
1219902;ol;
1220801;rodvin;
1220901;rosvin;
1221101;whisky;
1222101;musserendevin;
1222201;musserendevin;
1222301;rosvin;
1222401;rodvin;
1222501;hvitvin;
1223402;madeira;
1223502;likor;
1223701;akevitt;
1223702;akevitt;
1223704;akevitt;
1223802;likor;
1224301;rosvin;
1224501;rodvin;
1224802;ol;
1226101;hvitvin;
1226201;hvitvin;
1226301;hvitvin;
1226607;musserendevin;
1226706;rodvin;
1226801;musserendevin;
1226901;rodvin;
1227001;rodvin;
1227301;rodvin;
1227401;hvitvin;
1229601;hvitvin;
1229802;hvitvin;
1229901;rodvin;
1230001;rodvin;
1230101;akevitt;
1230102;akevitt;
1230201;akevitt;
1230301;akevitt;
1230302;akevitt;
1230401;akevitt;
1230402;akevitt;
1230701;bitter;
1230702;bitter;
1230707;bitter;
1230801;rodvin;
1230901;rodvin;
1231101;hvitvin;
1231201;rosvin;
1231502;fruktvin;
1231601;hvitvin;
1231701;hvitvin;
1231801;hvitvin;
1232001;hvitvin;
1232101;hvitvin;
1232201;rosvin;
1232301;rodvin;
1232401;rodvin;
1240902;ol;
1241002;ol;
1241101;hvitvin;
1241201;hvitvin;
1241301;rodvin;
1241606;rosvin;
1242001;hvitvin;
1242101;hvitvin;
1242201;hvitvin;
1242301;rosvin;
1242401;hvitvin;
1242501;hvitvin;
1242601;rodvin;
1242701;rodvin;
1242801;hvitvin;
1242901;rodvin;
1243001;rodvin;
1243101;rodvin;
1243201;rodvin;
1243301;hvitvin;
1243401;rodvin;
1243405;rodvin;
1243501;rodvin;
1243601;rodvin;
1243701;hvitvin;
1243801;hvitvin;
1243901;rodvin;
1245501;rodvin;
1246101;rodvin;
1246201;rodvin;
1246301;musserendevin;
1246901;rosvin;
1249206;rosvin;
1249901;hvitvin;
1250001;hvitvin;
1250101;hvitvin;
1250201;hvitvin;
1250301;hvitvin;
1250401;hvitvin;
1250501;hvitvin;
1250601;rodvin;
1250701;rodvin;
1250801;rodvin;
1250901;rodvin;
1251001;rodvin;
1251101;rodvin;
1251201;rodvin;
1251701;hvitvin;
1251801;hvitvin;
1252001;hvitvin;
1252101;hvitvin;
1252201;rodvin;
1252301;rodvin;
1252401;rosvin;
1252501;musserendevin;
1252601;musserendevin;
1252701;rodvin;
1252801;rodvin;
1252905;rodvin;
1253001;rodvin;
1253101;druebrennevin;
1253201;rodvin;
1253301;whisky;
1253401;whisky;
1253501;whisky;
1253701;whisky;
1254001;hvitvin;
1254101;rodvin;
1254201;hvitvin;
1254301;rodvin;
1254401;hvitvin;
1254501;rodvin;
1254601;rodvin;
1254701;rodvin;
1254901;rodvin;
1255001;rodvin;
1255101;hvitvin;
1257201;rodvin;
1257301;rodvin;
1257401;musserendevin;
1257501;rodvin;
1257601;rodvin;
1257701;hvitvin;
1257805;musserendevin;
1257901;hvitvin;
1258001;hvitvin;
1258401;whisky;
1258501;whisky;
1258601;whisky;
1258701;whisky;
1260901;musserendevin;
1262306;hvitvin;
1262401;rosvin;
1262506;rodvin;
1262601;rosvin;
1262701;musserendevin;
1262801;musserendevin;
1262805;musserendevin;
1262901;rosvin;
1263001;hvitvin;
1263301;hvitvin;
1263401;hvitvin;
1263501;hvitvin;
1263601;hvitvin;
1263701;hvitvin;
1263801;hvitvin;
1263902;likorunder22;
1264001;rodvin;
1264101;musserendevin;
1264201;rodvin;
1264301;rodvin;
1264401;hvitvin;
1264601;rosvin;
1264702;ol;
1264802;ol;
1264908;druebrennevin;
1265001;hvitvin;
1265101;hvitvin;
1265301;rodvin;
1265401;rodvin;
1265901;hvitvin;
1266001;musserendevin;
1266101;hvitvin;
1266501;hvitvin;
1266701;rodvin;
1266801;musserendevin;
1266901;druebrennevin;
1267001;druebrennevin;
1267201;rodvin;
1267501;rodvin;
1267601;rodvin;
1267701;rodvin;
1267705;rodvin;
1267801;rodvin;
1267901;rodvin;
1268201;hvitvin;
1270201;rodvin;
1270601;hvitvin;
1270701;hvitvin;
1270901;hvitvin;
1271101;musserendevin;
1271205;musserendevin;
1271301;musserendevin;
1271401;portvin;
1271501;rodvin;
1271601;rodvin;
1271701;rodvin;
1271801;rosvin;
1271901;rosvin;
1272001;musserendevin;
1274501;musserendevin;
1274606;rosvin;
1275001;hvitvin;
1275701;rodvin;
1275801;rodvin;
1276001;aromatisertsvakvinogannenblandetdri;
1276101;musserendevin;
1276701;hvitvin;
1276801;hvitvin;
1276901;rodvin;
1277001;hvitvin;
1277101;musserendevin;
1277201;hvitvin;
1277301;rosvin;
1279002;ovrigbrennevin;
1279102;ovrigbrennevin;
1279301;hvitvin;
1279401;rodvin;
1279501;rodvin;
1279601;hvitvin;
1279701;rosvin;
1279801;musserendevin;
1279901;musserendevin;
1280001;aromatisertsvakvinogannenblandetdri;
1280004;aromatisertsvakvinogannenblandetdri;
1280606;hvitvin;
1280701;hvitvin;
1280801;rodvin;
1280901;rodvin;
1281001;rodvin;
1281101;rodvin;
1281201;hvitvin;
1281301;hvitvin;
1281401;rodvin;
1281501;hvitvin;
1281601;rodvin;
1281701;rodvin;
1281801;rodvin;
1281901;hvitvin;
1282001;hvitvin;
1282101;musserendevin;
1282201;musserendevin;
1282601;hvitvin;
1282701;rodvin;
1282801;rodvin;
1283001;musserendevin;
1283102;ol;
1284105;hvitvin;
1284205;hvitvin;
1284301;whisky;
1284501;hvitvin;
1284601;hvitvin;
1284701;hvitvin;
1284802;ol;
1284901;rom;
1285001;hvitvin;
1285302;ol;
1285504;hvitvin;
1285604;rodvin;
1285701;musserendevin;
1286802;fruktvin;
1286901;hvitvin;
1287001;hvitvin;
1288401;rodvin;
1288501;musserendevin;
1288601;rosvin;
1289101;hvitvin;
1289106;hvitvin;
1289201;hvitvin;
1289301;hvitvin;
1289401;rodvin;
1289501;rodvin;
1289601;hvitvin;
1289701;hvitvin;
1289801;hvitvin;
1289901;rosvin;
1290002;druebrennevin;
1290102;ol;
1290202;ol;
1290302;ol;
1290402;ol;
1290502;ol;
1290601;rodvin;
1290701;rodvin;
1290801;rodvin;
1290901;rodvin;
1291001;rodvin;
1291101;rosvin;
1291202;ol;
1291302;ol;
1291402;ol;
1291501;gin;
1291601;hvitvin;
1291701;musserendevin;
1291801;musserendevin;
1291901;hvitvin;
1292601;musserendevin;
1292705;musserendevin;
1293601;whisky;
1293701;rosvin;
1293801;fruktvin;
1293901;musserendevin;
1294001;hvitvin;
1294101;druebrennevin;
1294201;hvitvin;
1294401;rodvin;
1294601;rodvin;
1295701;rosvin;
1295801;hvitvin;
1295901;hvitvin;
1296001;rodvin;
1296101;hvitvin;
1296201;hvitvin;
1296301;hvitvin;
1298802;ol;
1298901;musserendevin;
1299001;hvitvin;
1299101;hvitvin;
1299402;ol;
1299506;hvitvin;
1299601;vermut;
1299701;gin;
1299801;musserendevin;
1299901;hvitvin;
1300301;rodvin;
1300601;rodvin;
1302001;druebrennevin;
1303001;rodvin;
1303101;rodvin;
1305701;gin;
1305801;hvitvin;
1312401;hvitvin;
1314101;rodvin;
1316801;rodvin;
1317201;rodvin;
1320801;rodvin;
1321001;hvitvin;
1323901;druebrennevin;
1326401;rodvin;
1327802;ol;
1328601;rodvin;
1329701;rodvin;
1329801;rodvin;
1330801;ovrigbrennevinunder22;
1334901;vodka;
1334902;vodka;
1335501;rodvin;
1336701;musserendevin;
1336802;ol;
1336902;ol;
1337501;vodka;
1337502;vodka;
1337802;druebrennevin;
1338002;whisky;
1338701;hvitvin;
1339201;rosvin;
1339701;whisky;
1339901;rodvin;
1340202;hvitvin;
1340301;musserendevin;
1340801;rodvin;
1340901;hvitvin;
1341001;hvitvin;
1341701;hvitvin;
1341801;hvitvin;
1341901;hvitvin;
1342001;hvitvin;
1342101;hvitvin;
1342201;hvitvin;
1342301;hvitvin;
1342401;hvitvin;
1342501;hvitvin;
1342601;rodvin;
1342702;ol;
1343801;rodvin;
1343901;rodvin;
1344001;hvitvin;
1344101;rodvin;
1344201;rodvin;
1344301;hvitvin;
1344401;hvitvin;
1344501;rodvin;
1344601;rodvin;
1344701;rodvin;
1344801;hvitvin;
1344901;rodvin;
1345602;ol;
1346401;druebrennevin;
1347801;rodvin;
1347901;rodvin;
1349402;ovrigsterkvin;
1349602;hvitvin;
1351201;rodvin;
1351701;rodvin;
1351801;rodvin;
1351901;rodvin;
1352101;akevitt;
1352401;sherry;
1353101;hvitvin;
1353901;rodvin;
1356201;vodka;
1356202;vodka;
1356206;vodka;
1358101;rodvin;
1358401;rodvin;
1360201;hvitvin;
1360601;musserendevin;
1361001;rosvin;
1361101;hvitvin;
1362601;rodvin;
1363001;rodvin;
1363301;rodvin;
1363401;rodvin;
1363901;rodvin;
1364201;druebrennevin;
1364202;druebrennevin;
1364401;akevitt;
1364701;musserendevin;
1365001;rodvin;
1366701;hvitvin;
1367701;hvitvin;
1367901;rodvin;
1369201;whisky;
1369501;hvitvin;
1369901;hvitvin;
1372001;hvitvin;
1372101;druebrennevin;
1373501;druebrennevin;
1373701;rodvin;
1375001;rodvin;
1375401;rodvin;
1375801;druebrennevin;
1376501;rodvin;
1377101;ovrigsterkvin;
1377401;rodvin;
1378501;rodvin;
1379501;hvitvin;
1379701;hvitvin;
1379801;musserendevin;
1380601;druebrennevin;
1380806;rodvin;
1381301;rodvin;
1382101;hvitvin;
1382901;rodvin;
1383501;rodvin;
1385002;ol;
1386101;hvitvin;
1387001;druebrennevin;
1387002;druebrennevin;
1391002;ol;
1391102;ol;
1391201;rodvin;
1391501;whisky;
1391701;rodvin;
1392002;portvin;
1392102;portvin;
1392401;hvitvin;
1393801;hvitvin;
1394701;musserendevin;
1395301;rodvin;
1396401;rodvin;
1397002;hvitvin;
1397201;whisky;
1398301;druebrennevin;
1398302;druebrennevin;
1398304;druebrennevin;
1398401;druebrennevin;
1398402;druebrennevin;
1400001;rodvin;
1400301;musserendevin;
1400302;musserendevin;
1400305;musserendevin;
1400401;hvitvin;
1400501;hvitvin;
1400701;hvitvin;
1403505;rodvin;
1403601;hvitvin;
1403701;hvitvin;
1403801;hvitvin;
1403901;rodvin;
1404001;rodvin;
1404201;rodvin;
1404301;rodvin;
1404401;hvitvin;
1404501;hvitvin;
1404601;hvitvin;
1405101;rodvin;
1405201;rodvin;
1405301;musserendevin;
1405401;hvitvin;
1405501;hvitvin;
1405601;musserendevin;
1406701;rodvin;
1406706;rodvin;
1407202;ol;
1408506;rodvin;
1409101;rodvin;
1409901;musserendevin;
1410206;rodvin;
1410601;musserendevin;
1410901;hvitvin;
1411001;rosvin;
1411101;hvitvin;
1411201;rodvin;
1411301;hvitvin;
1411901;musserendevin;
1411905;musserendevin;
1412006;rodvin;
1412201;fruktvin;
1412501;rodvin;
1412601;alkoholfritt;
1412701;rosvin;
1412801;hvitvin;
1412901;rodvin;
1413101;hvitvin;
1413201;hvitvin;
1413301;hvitvin;
1413406;hvitvin;
1413601;rodvin;
1413701;musserendevin;
1413801;rosvin;
1413901;hvitvin;
1414001;druebrennevin;
1414301;hvitvin;
1414401;rosvin;
1414502;ol;
1414901;rosvin;
1415301;hvitvin;
1415401;ol;
1415501;rodvin;
1415601;alkoholfritt;
1415701;hvitvin;
1415806;hvitvin;
1415901;rosvin;
1415906;rosvin;
1416001;hvitvin;
1416101;hvitvin;
1416201;musserendevin;
1416301;hvitvin;
1416401;hvitvin;
1416506;rodvin;
1416601;rosvin;
1417201;gin;
1417701;rodvin;
1418601;rodvin;
1419301;hvitvin;
1419401;rosvin;
1419601;hvitvin;
1419701;rosvin;
1419902;ol;
1420202;ol;
1420501;rosvin;
1420901;hvitvin;
1421001;hvitvin;
1421101;hvitvin;
1421201;hvitvin;
1421501;rodvin;
1421601;rodvin;
1421701;rodvin;
1421801;hvitvin;
1422101;rodvin;
1422201;hvitvin;
1422701;rodvin;
1423001;druebrennevin;
1423301;hvitvin;
1423501;rodvin;
1423601;musserendevin;
1423701;musserendevin;
1423901;hvitvin;
1424101;rodvin;
1424201;rodvin;
1424305;hvitvin;
1424501;hvitvin;
1424705;hvitvin;
1424901;rodvin;
1425001;rodvin;
1425101;rodvin;
1425401;hvitvin;
1425501;hvitvin;
1425701;hvitvin;
1426001;druebrennevin;
1426002;druebrennevin;
1426101;hvitvin;
1426201;rodvin;
1426301;hvitvin;
1426601;sherry;
1426901;hvitvin;
1427406;rodvin;
1427501;rosvin;
1427601;hvitvin;
1428001;likorunder22;
1428101;ovrigbrennevinunder22;
1428201;ovrigbrennevinunder22;
1428401;ovrigbrennevinunder22;
1428501;ovrigbrennevinunder22;
1428601;hvitvin;
1428801;druebrennevin;
1429501;rodvin;
1430001;hvitvin;
