productId;volume;
981401;0.75;
981501;0.75;
981601;0.75;
981701;0.75;
981801;0.75;
981901;0.75;
982001;0.75;
982101;0.75;
982201;0.75;
982301;0.75;
982401;0.75;
982501;0.75;
982601;0.75;
982701;0.75;
982801;0.75;
982901;0.75;
983001;0.75;
983101;0.75;
983201;0.75;
983401;0.75;
983601;0.70;
983701;0.70;
984001;0.70;
984101;0.70;
984201;0.75;
984301;0.75;
984401;0.75;
984501;0.75;
984601;0.75;
984701;0.75;
984801;0.75;
984901;0.75;
985001;0.75;
985101;0.75;
985301;0.70;
985801;0.75;
985901;0.75;
986001;0.75;
986101;0.75;
986201;0.75;
986401;0.75;
987101;0.75;
987201;0.75;
988001;0.75;
988502;0.50;
988906;3.00;
989301;0.75;
989401;0.75;
989506;3.00;
989801;0.75;
992901;0.75;
993502;0.50;
993601;0.75;
993701;0.75;
993707;3.00;
993801;0.75;
994102;0.33;
994202;0.35;
994302;0.35;
994401;0.55;
994501;0.75;
994801;0.75;
994901;0.75;
995001;0.75;
995101;0.75;
995201;0.75;
995301;0.75;
995401;0.75;
995505;1.50;
995605;1.50;
995705;1.50;
995801;0.75;
995901;0.75;
996005;1.50;
996101;0.75;
996201;0.75;
996301;0.75;
996401;0.75;
996501;0.75;
996701;0.75;
997201;0.75;
997302;0.33;
997501;0.75;
997701;0.75;
997801;0.75;
997901;0.75;
998201;0.66;
998301;0.66;
998401;0.70;
998504;0.20;
998904;0.20;
999004;0.20;
999202;0.50;
999401;0.70;
999501;0.70;
999601;0.70;
999801;0.70;
999901;0.70;
1000001;0.75;
1000401;0.75;
1000901;0.75;
1001001;0.75;
1001201;0.75;
1001205;1.50;
1001601;0.75;
1001605;1.50;
1001801;0.75;
1002101;0.75;
1002701;0.75;
1003001;1.00;
1003201;0.75;
1004801;0.75;
1005301;0.75;
1005305;1.50;
1006406;3.00;
1006701;0.75;
1007502;0.50;
1009201;0.75;
1009901;0.75;
1010001;0.75;
1010201;0.75;
1010205;1.50;
1010701;0.75;
1010901;0.75;
1011801;0.75;
1012401;0.75;
1013401;0.75;
1013801;0.75;
1014101;0.75;
1014701;0.75;
1015602;0.38;
1015701;0.75;
1015801;0.75;
1016101;0.75;
1016501;0.75;
1017501;0.75;
1017601;0.75;
1017801;0.75;
1018301;0.75;
1018501;0.75;
1019001;0.75;
1019401;0.75;
1020101;0.75;
1020601;0.75;
1021202;0.50;
1021302;0.33;
1021401;0.75;
1021501;0.75;
1021801;0.75;
1022601;0.75;
1022801;0.70;
1023201;0.70;
1023204;0.20;
1023301;0.70;
1023401;0.70;
1024001;0.70;
1024101;0.70;
1024401;0.75;
1026201;0.75;
1026401;0.75;
1027602;0.38;
1030101;0.75;
1030201;0.75;
1030401;0.75;
1030501;0.75;
1031101;0.75;
1031601;0.75;
1032301;0.75;
1032901;0.75;
1033001;0.75;
1033801;0.75;
1034002;0.38;
1034701;0.70;
1034804;0.20;
1034904;0.20;
1035701;0.75;
1036101;0.75;
1039001;1.00;
1039101;1.00;
1039201;1.00;
1039302;0.50;
1039401;1.00;
1039502;0.50;
1039601;1.00;
1039701;1.00;
1039802;0.50;
1040601;0.75;
1041101;0.75;
1041701;0.75;
1042001;0.70;
1042302;0.33;
1042501;0.75;
1043402;0.50;
1044201;0.75;
1044306;3.00;
1044602;0.38;
1044801;0.75;
1046502;0.50;
1046602;0.50;
1046801;0.75;
1047201;0.75;
1047701;1.00;
1047801;1.00;
1047906;3.00;
1048901;0.75;
1049001;0.75;
1049101;0.75;
1049901;0.75;
1051201;1.00;
1051401;0.75;
1052701;0.75;
1053001;0.75;
1053802;0.50;
1054901;0.75;
1055101;0.75;
1055105;1.50;
1055601;0.75;
1055902;0.33;
1058301;0.75;
1058601;0.75;
1058701;0.75;
1059001;0.75;
1059501;0.75;
1060401;0.75;
1060701;0.75;
1061501;0.75;
1061801;0.70;
1062702;0.50;
1063001;0.75;
1063201;0.75;
1063701;0.75;
1063901;0.75;
1064201;0.75;
1064501;0.75;
1064701;0.75;
1064801;0.75;
1065501;0.75;
1065601;0.75;
1066101;0.75;
1066601;0.75;
1068001;0.75;
1068901;0.75;
1069001;0.75;
1071301;0.75;
1071701;0.75;
1071705;1.50;
1071801;0.70;
1072002;0.50;
1072901;0.75;
1073201;0.75;
1073401;0.75;
1073501;0.75;
1073701;0.75;
1073801;0.75;
1074001;0.75;
1074101;0.75;
1074902;0.33;
1075301;0.75;
1075501;0.75;
1075601;0.75;
1076201;0.75;
1076301;0.75;
1076401;0.75;
1076501;0.75;
1077401;0.75;
1077502;0.33;
1077601;0.75;
1077604;0.25;
1077902;0.38;
1078301;0.75;
1078702;0.50;
1078801;0.75;
1079001;0.75;
1079601;0.75;
1079701;0.75;
1081501;0.75;
1082201;0.75;
1082301;0.75;
1082701;0.75;
1083002;0.50;
1084001;0.70;
1084301;0.75;
1085301;0.75;
1085501;0.75;
1086601;0.70;
1086701;0.70;
1086801;0.70;
1086901;0.70;
1087001;0.70;
1087101;0.70;
1087201;0.75;
1087301;0.75;
1087501;0.75;
1087601;0.75;
1087801;0.75;
1087901;0.75;
1088001;0.75;
1088101;0.75;
1088201;0.75;
1088301;0.75;
1088401;0.75;
1088501;0.75;
1088601;0.75;
1088701;0.75;
1088801;0.75;
1088901;0.75;
1089001;0.75;
1089102;0.33;
1089202;0.33;
1089302;0.33;
1089401;0.75;
1089501;0.75;
1089601;0.75;
1089701;0.75;
1091901;0.75;
1092001;0.75;
1092801;0.75;
1092901;0.75;
1093001;0.75;
1093101;0.75;
1093301;0.75;
1093401;0.75;
1093501;0.75;
1093601;0.75;
1095201;0.75;
1095701;0.75;
1095802;0.50;
1095901;0.75;
1096001;0.75;
1096101;0.75;
1096201;0.75;
1096301;0.75;
1096401;0.75;
1096501;0.75;
1096601;0.75;
1096701;0.75;
1096806;3.00;
1096901;0.75;
1097002;0.50;
1097101;0.75;
1097201;0.75;
1097301;0.75;
1097401;0.75;
1097501;0.75;
1097801;0.75;
1098001;0.75;
1098301;0.75;
1098401;0.75;
1098601;0.75;
1099001;0.75;
1099101;0.75;
1099301;0.75;
1099601;0.75;
1100401;0.70;
1100701;0.75;
1100801;0.70;
1100901;0.70;
1101101;0.75;
1101201;0.70;
1101901;0.70;
1102001;0.70;
1102301;0.70;
1102601;0.75;
1102901;0.75;
1103801;0.75;
1104301;0.75;
1104302;0.38;
1104305;1.50;
1104401;0.75;
1104501;0.75;
1104601;0.75;
1104901;0.75;
1105301;0.75;
1105501;0.75;
1106101;0.70;
1106201;0.75;
1107101;0.75;
1107901;0.75;
1108201;0.75;
1108901;0.75;
1109101;0.75;
1109301;0.75;
1109501;0.75;
1109701;0.75;
1110001;0.75;
1110301;0.75;
1110501;0.75;
1110602;0.50;
1110701;0.75;
1110801;0.70;
1110901;0.75;
1111001;0.75;
1111506;3.00;
1111601;0.75;
1111701;0.75;
1111801;0.75;
1112001;0.75;
1112301;0.75;
1112401;0.75;
1112501;0.75;
1112601;0.75;
1112702;0.33;
1112801;0.75;
1112901;0.75;
1113001;0.75;
1113201;0.75;
1113406;3.00;
1113501;0.75;
1113701;0.75;
1113906;3.00;
1114002;0.50;
1114201;0.70;
1114401;0.75;
1114501;0.75;
1114601;0.70;
1114602;0.35;
1114603;0.05;
1114801;0.75;
1115101;0.75;
1115801;0.75;
1116001;0.70;
1116401;0.70;
1116802;0.33;
1117401;0.70;
1117801;0.70;
1118101;0.70;
1118201;0.70;
1118301;0.70;
1118401;0.70;
1118501;0.70;
1118601;0.70;
1118701;0.75;
1118801;0.75;
1118901;0.75;
1119001;0.75;
1119401;0.75;
1119501;0.75;
1119801;0.70;
1120301;0.70;
1121001;0.75;
1121501;0.70;
1121601;0.70;
1121801;0.70;
1121901;0.70;
1122001;0.70;
1122101;0.70;
1122201;0.70;
1122301;0.70;
1123701;0.75;
1124801;0.75;
1125801;0.75;
1125806;3.00;
1126701;0.75;
1126801;0.75;
1127902;0.50;
1128701;0.75;
1129205;1.50;
1129801;0.75;
1130102;0.50;
1130501;0.75;
1131501;0.75;
1131502;0.38;
1132201;0.70;
1133201;0.75;
1135704;0.20;
1135806;1.50;
1136201;0.75;
1136501;0.75;
1136601;0.75;
1136701;0.75;
1136801;0.75;
1136901;0.75;
1137201;0.75;
1137301;0.75;
1137805;1.50;
1137901;0.75;
1138001;0.75;
1138101;0.75;
1138206;3.00;
1139601;0.75;
1140901;0.75;
1141001;0.75;
1141101;0.75;
1141301;0.75;
1142801;0.75;
1142901;0.75;
1143001;0.75;
1143101;0.75;
1143201;0.75;
1143401;0.75;
1143501;0.75;
1143602;0.50;
1143701;0.70;
1143801;0.75;
1144001;0.75;
1147102;0.33;
1147202;0.50;
1148802;0.50;
1148901;0.75;
1149001;0.75;
1149601;0.75;
1149801;0.75;
1151301;0.75;
1151302;0.38;
1151304;0.25;
1151305;1.50;
1151701;0.70;
1152101;0.75;
1152202;0.33;
1152301;0.75;
1152406;3.00;
1153001;0.75;
1155302;0.33;
1155702;0.33;
1155801;0.75;
1155901;0.75;
1156001;0.75;
1156201;0.75;
1156301;0.75;
1156402;0.38;
1156601;0.75;
1156701;0.75;
1156802;0.38;
1156901;0.75;
1157001;0.75;
1157101;0.75;
1157201;0.75;
1157206;3.00;
1157501;0.75;
1157601;0.75;
1157801;0.70;
1157901;0.75;
1158206;1.50;
1158306;1.50;
1158406;1.50;
1158602;0.50;
1159101;0.75;
1159201;0.75;
1159301;0.75;
1159401;0.75;
1159501;0.75;
1159601;0.75;
1159701;0.75;
1159801;0.75;
1159906;3.00;
1160001;0.75;
1160205;1.50;
1160301;0.75;
1160401;0.75;
1160701;0.75;
1160901;0.75;
1160905;1.50;
1161001;0.75;
1161201;0.75;
1161301;0.75;
1161601;0.70;
1161701;0.70;
1161801;0.70;
1161901;0.70;
1162001;0.75;
1162106;3.00;
1164706;3.00;
1165201;0.75;
1165401;0.75;
1165501;0.70;
1165601;0.75;
1165706;3.00;
1165806;3.00;
1166301;0.75;
1167201;0.75;
1169101;0.75;
1169201;0.75;
1169301;0.75;
1169302;0.38;
1169701;0.75;
1170101;0.75;
1170201;0.75;
1170301;0.70;
1170401;0.75;
1170501;0.70;
1170502;0.50;
1170602;0.50;
1170701;0.75;
1170801;0.75;
1170901;0.75;
1171001;0.75;
1171101;0.75;
1171301;0.75;
1171401;1.00;
1171701;1.00;
1171801;0.75;
1173201;0.75;
1173301;0.75;
1173401;0.75;
1173501;0.75;
1173601;0.75;
1173701;0.75;
1173801;0.75;
1173901;0.75;
1174001;0.75;
1174101;0.75;
1174401;0.75;
1174501;0.75;
1174701;0.75;
1174901;0.75;
1177601;0.75;
1177801;0.75;
1178001;0.75;
1178101;0.75;
1178201;0.75;
1178301;0.75;
1178502;0.33;
1178606;3.00;
1180001;0.75;
1180302;0.33;
1180502;0.33;
1181201;0.75;
1181401;0.75;
1181501;0.75;
1181601;0.75;
1181701;0.75;
1182301;0.75;
1182801;0.75;
1182901;0.75;
1183301;0.75;
1184401;0.75;
1186701;0.75;
1187804;0.20;
1187901;0.75;
1188001;0.75;
1188101;0.75;
1188201;0.75;
1188206;3.00;
1188301;0.75;
1188401;0.75;
1188501;0.75;
1189901;0.75;
1190001;0.75;
1190101;0.75;
1190201;0.75;
1190301;0.75;
1190401;0.75;
1190701;0.75;
1190801;0.75;
1190901;0.75;
1191301;0.75;
1191401;0.75;
1191501;0.75;
1191601;0.75;
1191701;0.75;
1191801;0.75;
1192106;3.00;
1192201;0.75;
1192301;0.75;
1192401;0.75;
1192701;0.75;
1192801;0.75;
1193001;0.75;
1193401;1.00;
1193601;0.75;
1193801;0.75;
1193901;0.75;
1194101;0.75;
1194301;0.75;
1194501;0.75;
1194601;0.75;
1194701;0.75;
1194801;0.75;
1195001;0.70;
1195101;0.70;
1195201;0.70;
1195401;0.70;
1195501;0.75;
1195601;0.75;
1196801;0.75;
1197301;0.75;
1197501;0.75;
1197901;0.75;
1199801;0.75;
1200301;0.70;
1200401;0.75;
1200501;0.75;
1200601;0.75;
1200901;0.75;
1200902;0.38;
1201101;0.75;
1201201;0.70;
1201202;0.35;
1201401;0.70;
1201501;0.70;
1201502;0.35;
1201601;0.75;
1201702;0.50;
1202401;0.75;
1202501;0.75;
1202601;0.75;
1202701;0.75;
1202801;0.75;
1202802;0.38;
1202804;0.25;
1202805;1.50;
1202901;0.75;
1202906;3.00;
1203001;0.75;
1203201;0.75;
1203301;0.70;
1203302;0.35;
1203401;0.75;
1204202;0.50;
1204701;0.70;
1204802;0.50;
1204902;0.50;
1204904;0.20;
1205401;0.75;
1205608;0.06;
1205906;3.00;
1206001;1.00;
1206002;0.50;
1206003;0.05;
1206401;0.75;
1206501;0.75;
1206701;0.70;
1206702;0.50;
1206703;0.04;
1206707;3.00;
1206801;1.00;
1206802;0.50;
1206901;0.75;
1207001;0.75;
1207101;0.75;
1207201;1.00;
1207301;1.00;
1207302;0.50;
1207601;0.75;
1207701;0.75;
1207901;0.75;
1208001;0.75;
1208101;0.75;
1208201;0.75;
1208301;0.75;
1208401;0.75;
1208501;0.75;
1208601;0.75;
1208701;0.75;
1208801;0.75;
1208901;0.75;
1209702;0.38;
1209801;0.75;
1209901;0.70;
1210001;0.75;
1210101;0.75;
1210201;0.75;
1210501;0.70;
1210601;0.70;
1210901;0.70;
1211601;0.75;
1212001;0.70;
1212002;0.35;
1212101;0.75;
1212201;0.75;
1212701;0.75;
1213406;3.00;
1213501;0.75;
1213601;0.75;
1213701;0.75;
1214001;0.75;
1214101;0.75;
1214301;0.75;
1214401;0.75;
1214501;0.75;
1214601;0.75;
1214702;0.33;
1214801;0.75;
1214902;0.33;
1215001;0.75;
1215101;0.75;
1215201;0.75;
1215301;0.75;
1215401;0.75;
1215501;0.75;
1215701;0.70;
1215702;0.35;
1215801;0.75;
1215901;0.75;
1216001;0.75;
1216101;0.75;
1216201;0.75;
1216301;0.70;
1216302;0.50;
1216401;0.75;
1216501;0.75;
1216601;0.75;
1216701;0.75;
1216801;0.75;
1216901;0.75;
1217102;0.50;
1217201;0.70;
1217401;0.75;
1217604;0.20;
1217701;0.75;
1218301;0.70;
1218501;0.70;
1218601;0.70;
1218802;0.33;
1219201;0.75;
1219301;0.75;
1219401;0.70;
1219402;0.50;
1219501;0.75;
1219601;0.75;
1219701;0.75;
1219801;0.75;
1219902;0.35;
1220801;0.75;
1220901;0.75;
1221101;0.70;
1222101;0.75;
1222201;0.75;
1222301;0.75;
1222401;0.75;
1222501;0.75;
1223402;0.38;
1223502;0.50;
1223701;0.70;
1223702;0.50;
1223704;0.20;
1223802;0.50;
1224301;0.75;
1224501;0.75;
1224802;0.33;
1226101;0.75;
1226201;0.75;
1226301;0.75;
1226607;3.00;
1226706;3.00;
1226801;0.75;
1226901;0.75;
1227001;0.75;
1227301;0.75;
1227401;0.75;
1229601;0.75;
1229802;0.38;
1229901;0.75;
1230001;0.75;
1230101;0.70;
1230102;0.35;
1230201;0.70;
1230301;0.70;
1230302;0.35;
1230401;0.70;
1230402;0.35;
1230701;1.00;
1230702;0.50;
1230707;3.00;
1230801;0.75;
1230901;0.75;
1231101;0.75;
1231201;0.75;
1231502;0.33;
1231601;0.75;
1231701;0.75;
1231801;0.75;
1232001;0.75;
1232101;0.75;
1232201;0.75;
1232301;0.75;
1232401;0.75;
1240902;0.33;
1241002;0.33;
1241101;0.75;
1241201;0.75;
1241301;0.75;
1241606;3.00;
1242001;0.75;
1242101;0.75;
1242201;0.75;
1242301;0.75;
1242401;0.75;
1242501;0.75;
1242601;0.75;
1242701;0.75;
1242801;0.75;
1242901;0.75;
1243001;0.75;
1243101;0.75;
1243201;0.75;
1243301;0.75;
1243401;0.75;
1243405;1.50;
1243501;0.75;
1243601;0.75;
1243701;0.75;
1243801;0.75;
1243901;0.75;
1245501;0.75;
1246101;0.75;
1246201;0.75;
1246301;0.75;
1246901;0.75;
1249206;2.00;
1249901;0.75;
1250001;0.75;
1250101;0.75;
1250201;0.75;
1250301;0.75;
1250401;0.75;
1250501;0.75;
1250601;0.75;
1250701;0.75;
1250801;0.75;
1250901;0.75;
1251001;0.75;
1251101;0.75;
1251201;0.75;
1251701;0.75;
1251801;0.75;
1252001;0.75;
1252101;0.75;
1252201;0.75;
1252301;0.75;
1252401;0.75;
1252501;0.75;
1252601;0.75;
1252701;0.75;
1252801;0.75;
1252905;1.50;
1253001;0.75;
1253101;0.70;
1253201;0.75;
1253301;0.70;
1253401;0.70;
1253501;0.70;
1253701;0.70;
1254001;0.75;
1254101;0.75;
1254201;0.75;
1254301;0.75;
1254401;0.75;
1254501;0.75;
1254601;0.75;
1254701;0.75;
1254901;0.75;
1255001;0.75;
1255101;0.75;
1257201;0.75;
1257301;0.75;
1257401;0.75;
1257501;0.75;
1257601;0.75;
1257701;0.75;
1257805;1.50;
1257901;0.75;
1258001;0.75;
1258401;0.70;
1258501;0.70;
1258601;0.70;
1258701;0.70;
1260901;0.75;
1262306;3.00;
1262401;0.75;
1262506;3.00;
1262601;0.75;
1262701;0.75;
1262801;0.75;
1262805;1.50;
1262901;0.75;
1263001;0.75;
1263301;0.75;
1263401;0.75;
1263501;0.75;
1263601;0.75;
1263701;0.75;
1263801;0.75;
1263902;0.50;
1264001;0.75;
1264101;0.75;
1264201;0.75;
1264301;0.75;
1264401;0.75;
1264601;0.75;
1264702;0.33;
1264802;0.33;
1264908;0.50;
1265001;0.75;
1265101;0.75;
1265301;0.75;
1265401;0.75;
1265901;0.75;
1266001;0.75;
1266101;0.75;
1266501;0.75;
1266701;0.75;
1266801;0.75;
1266901;0.70;
1267001;0.70;
1267201;0.75;
1267501;0.75;
1267601;0.75;
1267701;0.75;
1267705;1.50;
1267801;0.75;
1267901;0.75;
1268201;0.75;
1270201;0.75;
1270601;0.75;
1270701;0.75;
1270901;0.75;
1271101;0.75;
1271205;1.50;
1271301;0.75;
1271401;0.75;
1271501;0.75;
1271601;0.75;
1271701;0.75;
1271801;0.75;
1271901;0.75;
1272001;0.75;
1274501;0.75;
1274606;3.00;
1275001;0.75;
1275701;0.75;
1275801;0.75;
1276001;0.75;
1276101;0.75;
1276701;0.75;
1276801;0.75;
1276901;0.75;
1277001;0.75;
1277101;0.75;
1277201;0.75;
1277301;0.75;
1279002;0.50;
1279102;0.50;
1279301;0.75;
1279401;0.75;
1279501;0.75;
1279601;0.75;
1279701;0.75;
1279801;0.75;
1279901;0.75;
1280001;0.75;
1280004;0.20;
1280606;3.00;
1280701;0.75;
1280801;0.75;
1280901;0.75;
1281001;0.75;
1281101;0.75;
1281201;0.75;
1281301;0.75;
1281401;0.75;
1281501;0.75;
1281601;0.75;
1281701;0.75;
1281801;0.75;
1281901;0.75;
1282001;0.75;
1282101;0.75;
1282201;0.75;
1282601;0.75;
1282701;0.75;
1282801;0.75;
1283001;0.75;
1283102;0.33;
1284105;1.50;
1284205;1.50;
1284301;0.70;
1284501;0.75;
1284601;0.75;
1284701;0.75;
1284802;0.50;
1284901;0.70;
1285001;0.75;
1285302;0.33;
1285504;0.25;
1285604;0.25;
1285701;0.75;
1286802;0.50;
1286901;0.75;
1287001;0.75;
1288401;0.75;
1288501;0.75;
1288601;0.75;
1289101;0.75;
1289106;3.00;
1289201;0.75;
1289301;0.75;
1289401;0.75;
1289501;0.75;
1289601;0.75;
1289701;0.75;
1289801;0.75;
1289901;0.75;
1290002;0.50;
1290102;0.33;
1290202;0.33;
1290302;0.33;
1290402;0.33;
1290502;0.35;
1290601;0.75;
1290701;0.75;
1290801;0.75;
1290901;0.75;
1291001;0.75;
1291101;0.75;
1291202;0.33;
1291302;0.33;
1291402;0.33;
1291501;0.70;
1291601;0.75;
1291701;0.75;
1291801;0.75;
1291901;0.75;
1292601;0.75;
1292705;1.50;
1293601;0.70;
1293701;0.75;
1293801;0.75;
1293901;0.75;
1294001;0.75;
1294101;0.70;
1294201;0.75;
1294401;0.75;
1294601;0.75;
1295701;0.75;
1295801;0.75;
1295901;0.75;
1296001;0.75;
1296101;0.75;
1296201;0.75;
1296301;0.75;
1298802;0.33;
1298901;0.75;
1299001;0.75;
1299101;0.75;
1299402;0.50;
1299506;3.00;
1299601;1.00;
1299701;0.70;
1299801;0.75;
1299901;0.75;
1300301;0.75;
1300601;0.75;
1302001;0.70;
1303001;0.75;
1303101;0.75;
1305701;0.70;
1305801;0.75;
1312401;0.75;
1314101;0.75;
1316801;0.75;
1317201;0.75;
1320801;0.75;
1321001;0.75;
1323901;0.70;
1326401;0.75;
1327802;0.35;
1328601;0.75;
1329701;0.75;
1329801;0.75;
1330801;0.70;
1334901;0.70;
1334902;0.50;
1335501;0.75;
1336701;0.75;
1336802;0.50;
1336902;0.50;
1337501;1.00;
1337502;0.50;
1337802;0.50;
1338002;0.50;
1338701;0.75;
1339201;0.75;
1339701;0.70;
1339901;0.75;
1340202;0.50;
1340301;0.75;
1340801;0.75;
1340901;0.75;
1341001;0.75;
1341701;0.75;
1341801;0.75;
1341901;0.75;
1342001;0.75;
1342101;0.75;
1342201;0.75;
1342301;0.75;
1342401;0.75;
1342501;0.75;
1342601;0.75;
1342702;0.33;
1343801;0.75;
1343901;0.75;
1344001;0.75;
1344101;0.75;
1344201;0.75;
1344301;0.75;
1344401;0.75;
1344501;0.75;
1344601;0.75;
1344701;0.75;
1344801;0.75;
1344901;0.75;
1345602;0.50;
1346401;0.70;
1347801;0.75;
1347901;0.75;
1349402;0.50;
1349602;0.38;
1351201;0.75;
1351701;0.75;
1351801;0.75;
1351901;0.75;
1352101;0.70;
1352401;0.75;
1353101;0.75;
1353901;0.75;
1356201;0.70;
1356202;0.50;
1356206;3.00;
1358101;0.75;
1358401;0.75;
1360201;0.75;
1360601;0.75;
1361001;0.75;
1361101;0.75;
1362601;0.75;
1363001;0.75;
1363301;0.75;
1363401;0.75;
1363901;0.75;
1364201;0.70;
1364202;0.50;
1364401;0.70;
1364701;0.75;
1365001;0.75;
1366701;0.75;
1367701;0.75;
1367901;0.75;
1369201;0.70;
1369501;0.75;
1369901;0.75;
1372001;0.75;
1372101;0.70;
1373501;0.70;
1373701;0.75;
1375001;0.75;
1375401;0.75;
1375801;0.70;
1376501;0.75;
1377101;0.75;
1377401;0.75;
1378501;0.75;
1379501;0.75;
1379701;0.75;
1379801;0.75;
1380601;0.70;
1380806;3.00;
1381301;0.75;
1382101;0.75;
1382901;0.75;
1383501;0.75;
1385002;0.50;
1386101;0.75;
1387001;0.70;
1387002;0.35;
1391002;0.50;
1391102;0.35;
1391201;0.75;
1391501;0.70;
1391701;0.75;
1392002;0.38;
1392102;0.38;
1392401;0.75;
1393801;0.75;
1394701;0.75;
1395301;0.75;
1396401;0.75;
1397002;0.50;
1397201;0.70;
1398301;0.70;
1398302;0.50;
1398304;0.20;
1398401;0.70;
1398402;0.50;
1400001;0.75;
1400301;0.75;
1400302;0.38;
1400305;1.50;
1400401;0.75;
1400501;0.75;
1400701;0.75;
1403505;1.50;
1403601;0.75;
1403701;0.75;
1403801;0.75;
1403901;0.75;
1404001;0.75;
1404201;0.75;
1404301;0.75;
1404401;0.75;
1404501;0.75;
1404601;0.75;
1405101;0.75;
1405201;0.75;
1405301;0.75;
1405401;0.75;
1405501;0.75;
1405601;0.75;
1406701;0.75;
1406706;3.00;
1407202;0.33;
1408506;3.00;
1409101;0.75;
1409901;0.75;
1410206;3.00;
1410601;0.75;
1410901;0.75;
1411001;0.75;
1411101;0.75;
1411201;0.75;
1411301;0.75;
1411901;0.75;
1411905;1.50;
1412006;3.00;
1412201;0.75;
1412501;0.75;
1412601;0.75;
1412701;0.75;
1412801;0.75;
1412901;0.75;
1413101;0.75;
1413201;0.75;
1413301;0.75;
1413406;3.00;
1413601;0.75;
1413701;0.75;
1413801;0.75;
1413901;0.75;
1414001;0.70;
1414301;0.75;
1414401;0.75;
1414502;0.33;
1414901;0.75;
1415301;0.75;
1415401;0.75;
1415501;0.75;
1415601;0.75;
1415701;0.75;
1415806;3.00;
1415901;0.75;
1415906;2.00;
1416001;0.75;
1416101;0.75;
1416201;0.75;
1416301;0.75;
1416401;0.75;
1416506;3.00;
1416601;0.75;
1417201;0.70;
1417701;0.75;
1418601;0.75;
1419301;0.75;
1419401;0.75;
1419601;0.75;
1419701;0.75;
1419902;0.33;
1420202;0.33;
1420501;0.75;
1420901;0.75;
1421001;0.75;
1421101;0.75;
1421201;0.75;
1421501;0.75;
1421601;0.75;
1421701;0.75;
1421801;0.75;
1422101;0.75;
1422201;0.75;
1422701;0.75;
1423001;0.70;
1423301;0.75;
1423501;0.75;
1423601;0.75;
1423701;0.75;
1423901;0.75;
1424101;0.75;
1424201;0.75;
1424305;1.50;
1424501;0.75;
1424705;1.50;
1424901;0.75;
1425001;0.75;
1425101;0.75;
1425401;0.75;
1425501;0.75;
1425701;0.75;
1426001;0.70;
1426002;0.50;
1426101;0.75;
1426201;0.75;
1426301;0.75;
1426601;0.75;
1426901;0.75;
1427406;3.00;
1427501;0.75;
1427601;0.75;
1428001;0.70;
1428101;1.00;
1428201;1.00;
1428401;1.00;
1428501;1.00;
1428601;0.75;
1428801;0.70;
1429501;0.75;
1430001;0.75;
1430101;0.75;
1431201;0.75;
1431301;0.75;
1431901;0.75;
1433001;0.75;
1433201;0.75;
1433901;0.75;
1435806;3.00;
1436301;0.75;
1436401;0.75;
1437601;0.75;
1438001;0.75;
1438101;0.75;
1438401;0.75;
1438501;0.75;
1439001;0.75;
1439101;0.75;
1440502;0.50;
1440702;0.50;
1441701;0.75;
1441802;0.50;
1442002;0.50;
1442102;0.50;
1442201;0.75;
1442402;0.50;
1442501;0.75;
1442602;0.50;
1443302;0.33;
1443402;0.33;
1443502;0.50;
1443602;0.50;
1443701;0.65;
1447101;0.75;
1447606;3.00;
1447701;0.75;
1447801;0.75;
1448301;0.75;
1450001;0.75;
1450201;1.00;
1450202;0.35;
1450301;0.75;
1450501;0.75;
1450701;0.75;
1450801;0.75;
1450901;0.75;
1451001;0.75;
1451101;0.75;
1451201;0.75;
1451301;0.75;
1451501;0.75;
1451701;0.75;
1451801;0.75;
1451901;0.70;
1452001;0.75;
1452101;0.75;
1452301;0.75;
1452401;0.75;
1452501;0.75;
1452601;0.75;
1453001;0.75;
1453101;0.75;
1453201;0.75;
1453205;1.50;
1453301;0.75;
1453401;0.75;
1453501;0.75;
1453601;0.75;
1453707;9.00;
1453901;0.75;
1454002;0.35;
1454201;0.75;
1454401;0.75;
1454501;0.65;
1454801;0.65;
1454901;0.75;
1455001;0.70;
1456201;0.70;
1456406;10.00;
1456901;0.75;
1457001;0.75;
1458001;0.75;
1460201;0.75;
1460701;0.75;
1460706;3.00;
1460901;0.75;
1461002;0.50;
1461101;0.75;
1461501;0.75;
1462001;0.75;
1462601;0.75;
1462801;0.62;
1462901;0.75;
1463301;0.75;
1463601;0.75;
1463702;0.33;
1463802;0.33;
1464101;0.75;
1464201;0.75;
1464301;0.75;
1464501;0.75;
1464601;0.75;
1464605;1.50;
1464701;0.75;
1464801;0.70;
1464906;3.00;
1465001;0.75;
1465006;2.00;
1465101;0.75;
1465201;0.75;
1465301;0.75;
1465401;0.75;
1465601;0.75;
1465704;0.20;
1465801;0.75;
1466101;0.75;
1466201;0.75;
1466301;0.75;
1466401;0.75;
1466501;0.75;
1466601;0.75;
1466701;0.75;
1466801;0.75;
1467101;0.75;
1467201;0.75;
1467401;0.75;
1467501;0.75;
1467601;0.75;
1467802;0.50;
1467902;0.50;
1468002;0.50;
1468102;0.50;
1468201;0.75;
1468301;0.75;
1469101;0.75;
1469201;0.75;
1469401;0.75;
1469501;0.75;
1469506;3.00;
1469601;0.75;
1469706;3.00;
1469801;0.75;
1470807;6.00;
1471302;0.50;
1471601;0.75;
1472301;0.70;
1472602;0.38;
1472801;0.75;
1472901;0.75;
1473001;0.70;
